hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,department,density,_merge
914,5,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
918,9,12,hambol,hambol,katiola,timbe,non communal,60030,KOFFISSIOKAHA,KOFFISSIOKAHA,Rural,katiola,38.63570654138056,Matched (3)
914,3,12,hambol,hambol,katiola,fronan,non communal,60040,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
914,1,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
914,2,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
916,7,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
914,10,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
914,12,12,hambol,hambol,katiola,fronan,non communal,60070,KANAGONON,KANAGONON,Rural,katiola,38.63570654138056,Matched (3)
916,11,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
1033,6,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1033,8,11,tchologo,tchologo,kong,kong,non communal,60060,DENADOUGOU,DENADOUGOU,Rural,kong,9.908609420779806,Matched (3)
1033,5,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1033,12,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1034,11,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,BASSELE,Rural,kong,9.908609420779806,Matched (3)
1035,4,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
1031,3,11,tchologo,tchologo,kong,kong,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1031,4,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1035,2,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
1031,1,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1032,6,11,tchologo,tchologo,kong,kong,communal,60010,DJAGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1032,9,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1031,5,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1032,7,11,tchologo,tchologo,kong,kong,non communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1035,6,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,DIOULASSO,Urbain,kong,9.908609420779806,Matched (3)
1034,1,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,FLASSOBOUGOU,Rural,kong,9.908609420779806,Matched (3)
1031,2,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1035,8,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,BOLONAN,Urbain,kong,9.908609420779806,Matched (3)
1034,6,11,tchologo,tchologo,kong,nafana (de kong),non communal,5017,BASSELE,KAWERE,Rural,kong,9.908609420779806,Matched (3)
1034,7,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,DJEOULE 4,Rural,kong,9.908609420779806,Matched (3)
1031,11,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1032,11,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1033,11,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,DIGARORO,Rural,kong,9.908609420779806,Matched (3)
1034,5,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,BASSELE,Rural,kong,9.908609420779806,Matched (3)
1032,1,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1033,7,11,tchologo,tchologo,kong,kong,non communal,5003,DENADOUGOU,DENADOUGOU,Rural,kong,9.908609420779806,Matched (3)
1034,4,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,TOUALATOBO,Rural,kong,9.908609420779806,Matched (3)
1033,1,11,tchologo,tchologo,kong,kong,non communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1035,3,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
1031,9,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1034,10,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,ALITOGO,Rural,kong,9.908609420779806,Matched (3)
1031,7,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1034,3,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,BASSELE,Rural,kong,9.908609420779806,Matched (3)
1035,10,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
1035,11,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,DJERITOGONA,Urbain,kong,9.908609420779806,Matched (3)
1031,12,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1032,4,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1031,8,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1031,10,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1033,2,11,tchologo,tchologo,kong,kong,non communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1032,8,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1032,12,11,tchologo,tchologo,kong,kong,non communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1033,9,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,SIPOLEDOUGOU,Rural,kong,9.908609420779806,Matched (3)
1035,5,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,DIOULASSO,Urbain,kong,9.908609420779806,Matched (3)
1035,12,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,DJILITOGONAN,Urbain,kong,9.908609420779806,Matched (3)
1030,2,11,tchologo,tchologo,kong,kong,non communal,60090,KALAKALA,NAGAPLA,Rural,kong,9.908609420779806,Matched (3)
1034,8,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,BASSELE,Rural,kong,9.908609420779806,Matched (3)
1032,2,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1034,9,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,ADAMATOGO,Rural,kong,9.908609420779806,Matched (3)
1035,9,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
1032,10,11,tchologo,tchologo,kong,kong,non communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1034,2,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,,Rural,kong,9.908609420779806,Matched (3)
1033,3,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1034,12,11,tchologo,tchologo,kong,nafana (de kong),non communal,60070,BASSELE,SIWOREDOUGO,Rural,kong,9.908609420779806,Matched (3)
1035,7,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SOBARA,Urbain,kong,9.908609420779806,Matched (3)
1032,5,11,tchologo,tchologo,kong,kong,non communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1031,6,11,tchologo,tchologo,kong,bilimoro,non communal,60160,KOROWITA,KOROWITA,Rural,kong,9.908609420779806,Matched (3)
1033,10,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,SIPOLEDOUGOU,Rural,kong,9.908609420779806,Matched (3)
1032,3,11,tchologo,tchologo,kong,kong,communal,60010,DJANGBANASSO,DJANGBANASSO,Rural,kong,9.908609420779806,Matched (3)
1033,4,11,tchologo,tchologo,kong,kong,communal,60060,MANOGOTA,MANOGOTA,Rural,kong,9.908609420779806,Matched (3)
1035,1,11,tchologo,tchologo,kong,sikolo,non communal,4001,SIKOLO,SIKOLO,Urbain,kong,9.908609420779806,Matched (3)
174,10,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,PREMAFOLO ET LATONON,Urbain,korhogo,77.61327164955905,Matched (3)
179,8,11,poro,poro,korhogo,korhogo,communal,60200,BLAHOUARA,BLAHOUARA,Rural,korhogo,77.61327164955905,Matched (3)
174,9,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,PREMAFOLO,Urbain,korhogo,77.61327164955905,Matched (3)
175,12,11,poro,poro,korhogo,korhogo,communal,1830,KORHOGO,SINISTRE,Urbain,korhogo,77.61327164955905,Matched (3)
176,5,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
185,12,11,poro,poro,korhogo,koni,non communal,60100,KARAFIGUE,SANOGO,Rural,korhogo,77.61327164955905,Matched (3)
186,2,11,poro,poro,korhogo,tioroniaradougou,non communal,60080,TIORONIARADOUGOU,TIORONIARADOUGOU,Rural,korhogo,77.61327164955905,Matched (3)
169,12,11,poro,poro,korhogo,korhogo,communal,820,KORHOGO,AHOUSSABOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
176,10,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
177,3,11,poro,poro,korhogo,korhogo,communal,60140,ZONGUITAKAHA,ZONGUITAKAHA DIOULA,Rural,korhogo,77.61327164955905,Matched (3)
180,6,11,poro,poro,korhogo,lataha,non communal,60070,NAHOUOLAVOGO,DONATIEVOGO,Rural,korhogo,77.61327164955905,Matched (3)
176,11,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
183,9,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
164,5,11,poro,poro,korhogo,korhogo,communal,60040,KIERE,KIERE,Rural,korhogo,77.61327164955905,Matched (3)
166,1,11,poro,poro,korhogo,kiemou,non communal,60170,KOKO,KOKO,Rural,korhogo,77.61327164955905,Matched (3)
165,2,11,poro,poro,korhogo,karakoro,non communal,60050,PANGARIKAHA,YENINKAHA,Rural,korhogo,77.61327164955905,Matched (3)
182,9,11,poro,poro,korhogo,napieleodougou,communal,60120,POMBIKAHA,POMBIKAHA,Rural,korhogo,77.61327164955905,Matched (3)
184,12,11,poro,poro,korhogo,sirasso,communal,4010,SIRASSO,SIRASSO,Urbain,korhogo,77.61327164955905,Matched (3)
177,4,11,poro,poro,korhogo,korhogo,communal,60140,ZONGUITAKAHA DIOUL,ZONGUITAKAHA DIOULA,Rural,korhogo,77.61327164955905,Matched (3)
175,3,11,poro,poro,korhogo,korhogo,communal,1830,SINISTRE EXTENSION,SINISTRE EXTENSION,Urbain,korhogo,77.61327164955905,Matched (3)
177,12,11,poro,poro,korhogo,korhogo,communal,60140,NAMBRAMANKAHA,NAMBREMANKAHA,Rural,korhogo,77.61327164955905,Matched (3)
172,9,11,poro,poro,korhogo,korhogo,communal,1160,KORHOGO,BANAKORO,Urbain,korhogo,77.61327164955905,Matched (3)
182,10,11,poro,poro,korhogo,napieleodougou,communal,60120,POMBIKAHA,POMBIKAHA,Rural,korhogo,77.61327164955905,Matched (3)
169,3,11,poro,poro,korhogo,korhogo,communal,820,KORHOGO,AHOUSSABOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
185,10,11,poro,poro,korhogo,koni,non communal,60100,KARAVIGUE,KARAVIGUE,Rural,korhogo,77.61327164955905,Matched (3)
178,4,11,poro,poro,korhogo,korhogo,communal,60150,KAPELE,KAPELE,Rural,korhogo,77.61327164955905,Matched (3)
179,12,11,poro,poro,korhogo,korhogo,communal,60200,YEFOUN,YEFOUN,Rural,korhogo,77.61327164955905,Matched (3)
167,6,11,poro,poro,korhogo,kombodougou,communal,40010,KOMBORODOU,PETROLE,Urbain,korhogo,77.61327164955905,Matched (3)
173,11,11,poro,poro,korhogo,korhogo,communal,1280,KORHOGO,NATIO,Urbain,korhogo,77.61327164955905,Matched (3)
185,6,11,poro,poro,korhogo,sohouo,non communal,60100,KRIGNARAVOGO,KRIGNARAVOGO,Rural,korhogo,77.61327164955905,Matched (3)
176,6,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
168,4,11,poro,poro,korhogo,korhogo,communal,360,SONZORIBOUGOU,SONZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
172,7,11,poro,poro,korhogo,korhogo,communal,1160,KORHOGO,BANAFORO,Urbain,korhogo,77.61327164955905,Matched (3)
164,9,11,poro,poro,korhogo,kanoroba,non communal,60040,KIERE,KIERE,Rural,korhogo,77.61327164955905,Matched (3)
170,1,11,poro,poro,korhogo,korhogo,communal,950,KORHOGO,DE LA FOSSE,Urbain,korhogo,77.61327164955905,Matched (3)
183,10,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
186,9,11,poro,poro,korhogo,tioroniaradougou,non communal,60080,DJEMITENIN,DJEMITENIN,Rural,korhogo,77.61327164955905,Matched (3)
183,8,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
171,3,11,poro,poro,korhogo,korhogo,communal,200,KORHOGO,KOKO SUD,Urbain,korhogo,77.61327164955905,Matched (3)
181,10,11,poro,poro,korhogo,lataha,non communal,60210,KOHOTIERI,DODALA,Rural,korhogo,77.61327164955905,Matched (3)
175,4,11,poro,poro,korhogo,korhogo,communal,1830,SINISTRE EXTENSION,SINISTRE EXTENSION,Urbain,korhogo,77.61327164955905,Matched (3)
168,1,11,poro,poro,korhogo,korhogo,communal,1830,SONZORIBOUGOU,SONZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
176,4,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
165,7,11,poro,poro,korhogo,karakoro,communal,60050,PANGARIKAHA,GNENEKAHA1,Rural,korhogo,77.61327164955905,Matched (3)
175,6,11,poro,poro,korhogo,korhogo,communal,1830,KORHOGO,SINISTRE EXTENSION,Urbain,korhogo,77.61327164955905,Matched (3)
167,11,11,poro,poro,korhogo,kombodougou,communal,40010,KOMBORODOUGOU,KOMBORODOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
183,2,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
172,5,11,poro,poro,korhogo,korhogo,communal,1160,KORHOGO,BANAFORO,Urbain,korhogo,77.61327164955905,Matched (3)
176,12,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
181,4,11,poro,poro,korhogo,lataha,non communal,60210,KOHOTIERI,SEKONDALA,Rural,korhogo,77.61327164955905,Matched (3)
164,10,11,poro,poro,korhogo,kanoroba,non communal,60040,KIERE,KIERE,Rural,korhogo,77.61327164955905,Matched (3)
173,12,11,poro,poro,korhogo,korhogo,communal,200,KORHOGO,NATIO,Urbain,korhogo,77.61327164955905,Matched (3)
174,8,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,PERMAFOLO,Urbain,korhogo,77.61327164955905,Matched (3)
178,6,11,poro,poro,korhogo,korhogo,communal,60150,KAPELE,KAPELE,Rural,korhogo,77.61327164955905,Matched (3)
165,3,11,poro,poro,korhogo,karakoro,non communal,60050,PANGARIKAHA,GBERIGA,Rural,korhogo,77.61327164955905,Matched (3)
169,1,11,poro,poro,korhogo,korhogo,communal,820,KORHOGO,AHOUSSABOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
175,5,11,poro,poro,korhogo,korhogo,communal,1830,KORHOGO,SINISTRE EXTENSION,Urbain,korhogo,77.61327164955905,Matched (3)
169,6,11,poro,poro,korhogo,korhogo,communal,820,KORHOGO,AHOUSSABOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
179,11,11,poro,poro,korhogo,korhogo,communal,60200,YEFOUN,YEFOUN,Rural,korhogo,77.61327164955905,Matched (3)
183,3,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
180,2,11,poro,poro,korhogo,lataha,non communal,60070,NAHOUOLAVOGO,NAHOUOLAVOGO,Rural,korhogo,77.61327164955905,Matched (3)
170,3,11,poro,poro,korhogo,korhogo,communal,950,KORHOGO,DE LA FOSSE,Urbain,korhogo,77.61327164955905,Matched (3)
179,9,11,poro,poro,korhogo,korhogo,communal,60200,YEFOUN,YEFOUN,Rural,korhogo,77.61327164955905,Matched (3)
168,10,11,poro,poro,korhogo,korhogo,communal,360,KORHOGO,SINZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
173,4,11,poro,poro,korhogo,korhogo,communal,1280,KORHOGO,NATIOKOBADARA,Urbain,korhogo,77.61327164955905,Matched (3)
174,1,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
164,3,11,poro,poro,korhogo,kanoroba,non communal,60040,KIERE,KIERE,Rural,korhogo,77.61327164955905,Matched (3)
184,8,11,poro,poro,korhogo,sirasso,communal,40110,SIRASSO,SIRASSO,Urbain,korhogo,77.61327164955905,Matched (3)
175,9,11,poro,poro,korhogo,korhogo,communal,1830,KORHOGO,SINISTRE,Urbain,korhogo,77.61327164955905,Matched (3)
185,11,11,poro,poro,korhogo,koni,non communal,60100,KARAVIGUE,DJIRE,Rural,korhogo,77.61327164955905,Matched (3)
177,1,11,poro,poro,korhogo,korhogo,communal,60140,ZONGUITAKAHA DIOULA,ZONGUITAKAHA DIOULA,Rural,korhogo,77.61327164955905,Matched (3)
164,6,11,poro,poro,korhogo,korhogo,communal,60040,KIERE,KIERE,Rural,korhogo,77.61327164955905,Matched (3)
180,7,11,poro,poro,korhogo,lataha,non communal,60070,KANIDIOVOGO,KANIDIOVOGO,Rural,korhogo,77.61327164955905,Matched (3)
173,2,11,poro,poro,korhogo,korhogo,communal,1280,KORHOGO,NATIOKOBADARA,Urbain,korhogo,77.61327164955905,Matched (3)
180,12,11,poro,poro,korhogo,lataha,non communal,60070,KANIDIOVOGO,BOKARY,Rural,korhogo,77.61327164955905,Matched (3)
176,3,11,poro,poro,korhogo,korhogo,communal,2350,KORHOGO,LYCEE HOUPHOUET BOIGNY,Urbain,korhogo,77.61327164955905,Matched (3)
168,3,11,poro,poro,korhogo,korhogo,communal,360,SONZORIBOUGOU,SONZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
185,7,11,poro,poro,korhogo,sohouo,non communal,60100,KARAFIGUE,KARAFIGUE,Rural,korhogo,77.61327164955905,Matched (3)
184,11,11,poro,poro,korhogo,sirasso,communal,4010,SIRASSO,SIRASSO,Urbain,korhogo,77.61327164955905,Matched (3)
168,7,11,poro,poro,korhogo,korhogo,communal,360,KORHOGO,SINZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
177,10,11,poro,poro,korhogo,korhogo,communal,60140,NAMBREMANKAHA,NAMBREMANKAHA,Rural,korhogo,77.61327164955905,Matched (3)
170,5,11,poro,poro,korhogo,korhogo,communal,950,KORHOGO,DE LA FOSSE,Urbain,korhogo,77.61327164955905,Matched (3)
168,6,11,poro,poro,korhogo,korhogo,communal,360,KORHOGO,SINZORIBOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
180,8,11,poro,poro,korhogo,lataha,non communal,60070,KANIDIOVOGO,KANIDIOVOGO,Rural,korhogo,77.61327164955905,Matched (3)
170,8,11,poro,poro,korhogo,korhogo,communal,950,KORHOGO,DE LA FOSSE,Urbain,korhogo,77.61327164955905,Matched (3)
172,11,11,poro,poro,korhogo,korhogo,communal,1160,KORHOGO,BANAFORO,Urbain,korhogo,77.61327164955905,Matched (3)
179,5,11,poro,poro,korhogo,korhogo,communal,60200,BLAHOUARA,BLAHOURA,Rural,korhogo,77.61327164955905,Matched (3)
185,1,11,poro,poro,korhogo,sohouo,non communal,60100,KRIGNARAVOGO,LEVOGO,Rural,korhogo,77.61327164955905,Matched (3)
184,7,11,poro,poro,korhogo,sirasso,communal,40110,SIRASSO,SIRASSO,Urbain,korhogo,77.61327164955905,Matched (3)
174,3,11,poro,poro,korhogo,korhogo,communal,1810,KORHOGO,PREMAFOLO,Urbain,korhogo,77.61327164955905,Matched (3)
178,9,11,poro,poro,korhogo,korhogo,communal,60150,KAPELE,KAPELE,Rural,korhogo,77.61327164955905,Matched (3)
166,8,11,poro,poro,korhogo,kiemou,non communal,60170,KOKO,KOKO,Rural,korhogo,77.61327164955905,Matched (3)
179,7,11,poro,poro,korhogo,korhogo,communal,60200,BLAHOUARA,BLAHOUARA,Rural,korhogo,77.61327164955905,Matched (3)
183,11,11,poro,poro,korhogo,niofoin,communal,60010,TOLMAN,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
185,2,11,poro,poro,korhogo,sohouo,non communal,60100,KRIGNARAVOGO,LEVOGO,Rural,korhogo,77.61327164955905,Matched (3)
174,12,11,poro,poro,korhogo,korhogo,communal,1810,KORHHOGO,LATONON,Urbain,korhogo,77.61327164955905,Matched (3)
186,11,11,poro,poro,korhogo,tioroniaradougou,non communal,60080,DJEMITENIN,DJEMITENIN,Rural,korhogo,77.61327164955905,Matched (3)
182,3,11,poro,poro,korhogo,napieleodougou,communal,60120,NAHOUAKAHA,NAHOUAKAHA,Rural,korhogo,77.61327164955905,Matched (3)
182,7,11,poro,poro,korhogo,napieleodougou,communal,60120,NAHOUOKAHA,NAHOUOKAHA,Rural,korhogo,77.61327164955905,Matched (3)
182,1,11,poro,poro,korhogo,napieleodougou,communal,60120,NAHOUOKAHA,NAHOUOKAHA,Rural,korhogo,77.61327164955905,Matched (3)
169,5,11,poro,poro,korhogo,korhogo,communal,820,KORHOGO,AHOUSSABOUGOU,Urbain,korhogo,77.61327164955905,Matched (3)
165,10,11,poro,poro,korhogo,karakoro,non communal,60050,PANGARIKAHA,DOBELEKAHA,Rural,korhogo,77.61327164955905,Matched (3)
183,5,11,poro,poro,korhogo,niofoin,communal,60010,0026,TOLMAN,Rural,korhogo,77.61327164955905,Matched (3)
165,8,11,poro,poro,korhogo,karakoro,communal,60050,PANGARIKAHA,FANGAKAHA,Rural,korhogo,77.61327164955905,Matched (3)
181,11,11,poro,poro,korhogo,lataha,non communal,6021,KOHOTIERI,TOUDALAH,Rural,korhogo,77.61327164955905,Matched (3)
184,2,11,poro,poro,korhogo,korhogo,communal,40110,SIRASSO,SIRASSO,Urbain,korhogo,77.61327164955905,Matched (3)
182,8,11,poro,poro,korhogo,napieleodougou,communal,60120,NAHOUOKAHA,DOTEKAHA,Rural,korhogo,77.61327164955905,Matched (3)
