hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,department,density,_merge
809,12,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KARALA,Rural,kaniasso,16.445197740113,Matched (3)
810,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,MAHANDIANA SOKOURANI,Urbain,kaniasso,16.445197740113,Matched (3)
805,10,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,GOUENDO,Rural,kaniasso,16.445197740113,Matched (3)
804,2,5,folon,folon,kaniasso,goulia,non communal,60080,TIENI,,Rural,kaniasso,16.445197740113,Matched (3)
808,11,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
816,2,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,SAMOULA,Rural,kaniasso,16.445197740113,Matched (3)
807,8,5,folon,folon,kaniasso,kaniasso,non communal,60030,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
808,10,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,TOURELA,Rural,kaniasso,16.445197740113,Matched (3)
803,7,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
805,7,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,,Rural,kaniasso,16.445197740113,Matched (3)
805,9,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,GOUENDO,Rural,kaniasso,16.445197740113,Matched (3)
810,10,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MADIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
811,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,,Rural,kaniasso,16.445197740113,Matched (3)
814,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBALA,ZAMBALA,Rural,kaniasso,16.445197740113,Matched (3)
812,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,GBEGUENI,Rural,kaniasso,16.445197740113,Matched (3)
811,2,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,,Rural,kaniasso,16.445197740113,Matched (3)
804,8,5,folon,folon,kaniasso,goulia,non communal,60080,SOKOURABA,SOKOURABA,Rural,kaniasso,16.445197740113,Matched (3)
805,1,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,,Rural,kaniasso,16.445197740113,Matched (3)
812,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GOUENGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
804,1,5,folon,folon,kaniasso,goulia,non communal,60080,TIENI,,Rural,kaniasso,16.445197740113,Matched (3)
815,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
809,8,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KARALA,Rural,kaniasso,16.445197740113,Matched (3)
812,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
813,8,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,SEME,Rural,kaniasso,16.445197740113,Matched (3)
811,5,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELI,,Rural,kaniasso,16.445197740113,Matched (3)
808,2,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
814,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBLA,,Rural,kaniasso,16.445197740113,Matched (3)
814,6,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBLA,,Rural,kaniasso,16.445197740113,Matched (3)
814,8,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBLA,,Rural,kaniasso,16.445197740113,Matched (3)
810,8,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
803,11,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,SOUDOUGOULA,Urbain,kaniasso,16.445197740113,Matched (3)
812,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
815,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
816,1,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,SAMOULA,Rural,kaniasso,16.445197740113,Matched (3)
803,6,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA, MOSQUEE,Urbain,kaniasso,16.445197740113,Matched (3)
807,11,5,folon,folon,kaniasso,kaniasso,non communal,60030,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
816,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,GBEYA,Rural,kaniasso,16.445197740113,Matched (3)
811,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,OUELLI,Rural,kaniasso,16.445197740113,Matched (3)
816,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,SAMOULA,Rural,kaniasso,16.445197740113,Matched (3)
813,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,,Rural,kaniasso,16.445197740113,Matched (3)
812,9,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GOUEGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
815,5,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
803,5,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
814,9,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBALA,ZAMBALA,Rural,kaniasso,16.445197740113,Matched (3)
814,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBLA,,Rural,kaniasso,16.445197740113,Matched (3)
814,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBALA,,Rural,kaniasso,16.445197740113,Matched (3)
814,1,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBALA,,Rural,kaniasso,16.445197740113,Matched (3)
810,5,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
813,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,SEME,Rural,kaniasso,16.445197740113,Matched (3)
813,5,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,SEME,Rural,kaniasso,16.445197740113,Matched (3)
813,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,,Rural,kaniasso,16.445197740113,Matched (3)
807,9,5,folon,folon,kaniasso,kaniasso,non communal,60030,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
809,10,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KOUMBALA,Rural,kaniasso,16.445197740113,Matched (3)
812,10,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,GBEGUENI,Rural,kaniasso,16.445197740113,Matched (3)
805,8,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,,Rural,kaniasso,16.445197740113,Matched (3)
809,4,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,SANS NOM,Rural,kaniasso,16.445197740113,Matched (3)
812,2,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
812,1,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
811,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,,Rural,kaniasso,16.445197740113,Matched (3)
809,7,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,SARAMALA,Rural,kaniasso,16.445197740113,Matched (3)
803,3,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
811,1,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,,Rural,kaniasso,16.445197740113,Matched (3)
816,9,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
803,1,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
807,7,5,folon,folon,kaniasso,kaniasso,non communal,807,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
816,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
810,6,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
810,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MADIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
809,11,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,SIRABAKOFE,Rural,kaniasso,16.445197740113,Matched (3)
808,9,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,KONELA,Rural,kaniasso,16.445197740113,Matched (3)
808,3,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
811,9,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,OUELLI,Rural,kaniasso,16.445197740113,Matched (3)
806,11,5,folon,folon,kaniasso,goulia,non communal,60130,MISSILA,,Rural,kaniasso,16.445197740113,Matched (3)
809,6,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,SOROMALA,Rural,kaniasso,16.445197740113,Matched (3)
804,7,5,folon,folon,kaniasso,goulia,non communal,60080,GOULIA,,Rural,kaniasso,16.445197740113,Matched (3)
806,10,5,folon,folon,kaniasso,goulia,non communal,60130,NGOLONDIE,NGOLONDIE,Rural,kaniasso,16.445197740113,Matched (3)
806,6,5,folon,folon,kaniasso,goulia,non communal,60130,N GOLONDIE,,Rural,kaniasso,16.445197740113,Matched (3)
806,5,5,folon,folon,kaniasso,goulia,non communal,60130,SANGOUANI,SANGOUANI,Rural,kaniasso,16.445197740113,Matched (3)
806,3,5,folon,folon,kaniasso,goulia,non communal,60130,SANGOUANI,SANGOUANI,Rural,kaniasso,16.445197740113,Matched (3)
805,4,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,,Rural,kaniasso,16.445197740113,Matched (3)
809,5,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KARALA,Rural,kaniasso,16.445197740113,Matched (3)
805,2,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,,Rural,kaniasso,16.445197740113,Matched (3)
804,11,5,folon,folon,kaniasso,goulia,non communal,60080,SOKOURABA,,Rural,kaniasso,16.445197740113,Matched (3)
804,9,5,folon,folon,kaniasso,goulia,non communal,60080,SOKOURABA,,Rural,kaniasso,16.445197740113,Matched (3)
807,5,5,folon,folon,kaniasso,kaniasso,non communal,60030,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
804,5,5,folon,folon,kaniasso,goulia,non communal,60080,SOKOURABA,,Rural,kaniasso,16.445197740113,Matched (3)
814,2,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60120,ZAMBLA,,Rural,kaniasso,16.445197740113,Matched (3)
808,6,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
803,4,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
803,2,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,,Urbain,kaniasso,16.445197740113,Matched (3)
805,12,5,folon,folon,kaniasso,goulia,non communal,60090,GOUENDO,GOUENDO,Rural,kaniasso,16.445197740113,Matched (3)
808,5,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
815,10,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
813,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60110,SEME,,Rural,kaniasso,16.445197740113,Matched (3)
807,12,5,folon,folon,kaniasso,kaniasso,non communal,60030,SANANFEREDOUGOU,SANANFEREDOUGOU,Rural,kaniasso,16.445197740113,Matched (3)
816,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
810,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MADIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
815,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
812,8,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GOUENGUENI,,Rural,kaniasso,16.445197740113,Matched (3)
806,4,5,folon,folon,kaniasso,goulia,non communal,60130,SANGOUANI,,Rural,kaniasso,16.445197740113,Matched (3)
815,9,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
806,7,5,folon,folon,kaniasso,goulia,non communal,60130,NGOLONDIE,NGOLONDIE,Rural,kaniasso,16.445197740113,Matched (3)
809,9,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,MANSOKOH,Rural,kaniasso,16.445197740113,Matched (3)
808,1,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
815,6,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
809,1,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KARALA,Rural,kaniasso,16.445197740113,Matched (3)
803,10,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,SOUDOULA,Urbain,kaniasso,16.445197740113,Matched (3)
804,6,5,folon,folon,kaniasso,goulia,non communal,60080,SOKOURABA,SOUKOURABA,Rural,kaniasso,16.445197740113,Matched (3)
811,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,,Rural,kaniasso,16.445197740113,Matched (3)
810,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,,Urbain,kaniasso,16.445197740113,Matched (3)
806,8,5,folon,folon,kaniasso,goulia,non communal,60130,NGOLODIE,,Rural,kaniasso,16.445197740113,Matched (3)
804,4,5,folon,folon,kaniasso,goulia,non communal,60080,TIENNY,TIENNY,Rural,kaniasso,16.445197740113,Matched (3)
811,10,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,OUELLI,Rural,kaniasso,16.445197740113,Matched (3)
815,7,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMOULA,Rural,kaniasso,16.445197740113,Matched (3)
808,7,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
815,2,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
816,3,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,SAMOULA,Rural,kaniasso,16.445197740113,Matched (3)
803,12,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,SOUDOUGOULA,Urbain,kaniasso,16.445197740113,Matched (3)
808,4,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,KROMALA,Rural,kaniasso,16.445197740113,Matched (3)
816,8,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,GBEYA,Rural,kaniasso,16.445197740113,Matched (3)
803,9,5,folon,folon,kaniasso,goulia,non communal,40030,GOULIA,SOUDOULIA,Urbain,kaniasso,16.445197740113,Matched (3)
809,2,5,folon,folon,kaniasso,kaniasso,non communal,60110,KARALA,KARALA,Rural,kaniasso,16.445197740113,Matched (3)
811,6,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELI,,Rural,kaniasso,16.445197740113,Matched (3)
812,12,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60040,GBEGUENI,GBEGUENI,Rural,kaniasso,16.445197740113,Matched (3)
810,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,40030,MAHANDIANA SOKOURANI,MAHANDIANA SOKOURA,Urbain,kaniasso,16.445197740113,Matched (3)
811,11,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60020,OUELLI,OUELLI,Rural,kaniasso,16.445197740113,Matched (3)
816,10,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60170,GBEYA,,Rural,kaniasso,16.445197740113,Matched (3)
808,8,5,folon,folon,kaniasso,kaniasso,non communal,60040,FIELA,FIELA,Rural,kaniasso,16.445197740113,Matched (3)
815,4,5,folon,folon,kaniasso,mahandiana-sokourani,non communal,60130,GBEYA,KOMONLA,Rural,kaniasso,16.445197740113,Matched (3)
918,6,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
915,9,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
915,10,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
917,4,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
913,10,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,DARAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,8,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
914,11,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
914,8,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONAN,Rural,katiola,38.63570654138056,Matched (3)
912,4,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
917,6,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,,Rural,katiola,38.63570654138056,Matched (3)
918,4,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
917,1,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
912,5,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
913,5,12,hambol,hambol,katiola,fronan,non communal,60040,DARAKOKAHA,,Rural,katiola,38.63570654138056,Matched (3)
917,2,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
912,11,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,,Urbain,katiola,38.63570654138056,Matched (3)
915,12,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
913,6,12,hambol,hambol,katiola,fronan,non communal,60040,DARAKOKAHA,DARAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
913,11,12,hambol,hambol,katiola,fronan,communal,60040,DARRAKOKAHA,DARRAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,5,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
913,7,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,DARAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
915,8,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
912,6,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
913,2,12,hambol,hambol,katiola,fronan,non communal,60040,DARAKOKAHA,LAMINEKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,1,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
914,9,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
912,10,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
912,1,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
915,7,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
915,11,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,NANPEKAHA,Urbain,katiola,38.63570654138056,Matched (3)
918,11,12,hambol,hambol,katiola,timbe,non communal,60030,KOFFISSIOKAHA,KOFFISSIOKAHA,Rural,katiola,38.63570654138056,Matched (3)
915,5,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
900,12,12,hambol,hambol,katiola,katiola,communal,60060,,,Rural,katiola,38.63570654138056,Matched (3)
915,6,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
918,8,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
913,1,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,LOFIENRIN,Rural,katiola,38.63570654138056,Matched (3)
912,12,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,,Urbain,katiola,38.63570654138056,Matched (3)
917,11,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
918,12,12,hambol,hambol,katiola,timbe,non communal,60030,KOFFISSIOKAHA,KOFFISSIOKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,2,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
917,12,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
916,9,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
913,4,12,hambol,hambol,katiola,fronan,communal,60040,DARRAKOKAHA,DARRAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,4,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
915,3,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
914,7,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,,Rural,katiola,38.63570654138056,Matched (3)
916,3,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
917,8,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,,Rural,katiola,38.63570654138056,Matched (3)
916,12,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
912,3,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
915,2,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
912,7,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
918,5,12,hambol,hambol,katiola,timbe,non communal,60030,60030,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
915,1,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOROGBODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
913,8,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,DARAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
917,10,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
917,7,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,,Rural,katiola,38.63570654138056,Matched (3)
917,3,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
918,10,12,hambol,hambol,katiola,timbe,non communal,60030,KOFFISSIOKAHA,KOFFISSIOKAHA,Rural,katiola,38.63570654138056,Matched (3)
917,9,12,hambol,hambol,katiola,katiola,communal,60050,TOURO,TOURO,Rural,katiola,38.63570654138056,Matched (3)
913,9,12,hambol,hambol,katiola,fronan,communal,60040,DARRAKOKAHA,DARRAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
913,3,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,DARAKAHA,Rural,katiola,38.63570654138056,Matched (3)
918,3,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
912,8,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTEKAHA,Urbain,katiola,38.63570654138056,Matched (3)
912,2,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
917,5,12,hambol,hambol,katiola,katiola,communal,60050,OUEDRAOGO,,Rural,katiola,38.63570654138056,Matched (3)
918,2,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
913,12,12,hambol,hambol,katiola,fronan,communal,60040,DARAKOKAHA,DARAKOKAHA,Rural,katiola,38.63570654138056,Matched (3)
916,6,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,LONANKAHA,Urbain,katiola,38.63570654138056,Matched (3)
918,7,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
915,4,12,hambol,hambol,katiola,katiola,communal,60,KATIOLA,GBOGBORODOUGOU,Urbain,katiola,38.63570654138056,Matched (3)
914,4,12,hambol,hambol,katiola,fronan,non communal,60070,KANANGONON,KANANGONON,Rural,katiola,38.63570654138056,Matched (3)
916,10,12,hambol,hambol,katiola,katiola,communal,320,KATIOLA,,Urbain,katiola,38.63570654138056,Matched (3)
912,9,12,hambol,hambol,katiola,fronan,communal,60,FRONAN,NANGBOTOKAHA,Urbain,katiola,38.63570654138056,Matched (3)
918,1,12,hambol,hambol,katiola,timbe,non communal,60030,ATTIENKAHA,ATTIENKAHA,Rural,katiola,38.63570654138056,Matched (3)
